latitude,longitude,roof_area_sqm,annual_ghi,avg_temperature,system_size_kw,tilt_angle,annual_generation_kwh
12.7909,96.0421,56.2,2031.86,33.36,6.85,5.0,10979.92
28.2666,84.5648,82.0,1784.51,24.56,15.23,20.4,20264.13
29.7845,93.0395,24.3,1655.38,25.99,4.06,22.5,5225.44
34.7436,72.0441,144.9,1711.54,26.38,23.41,37.0,32905.29
19.1407,84.507,148.6,2176.32,31.82,17.98,11.3,25086.36
18.0445,93.1714,73.5,2083.59,31.58,13.41,19.4,21594.27
28.9631,84.9101,40.1,1997.9,27.02,5.45,30.7,8683.48
17.2017,88.8224,134.2,2104.96,33.74,23.91,25.3,33808.95
33.1304,78.7893,27.0,1829.85,25.84,3.28,35.7,4695.58
31.1771,70.681,68.8,1940.74,25.7,12.63,40.9,17775.13
19.5828,81.2791,20.3,2021.69,31.93,2.48,10.2,3768.75
28.2735,79.4399,91.2,1820.1,23.71,12.66,32.4,17759.55
28.3727,93.1447,47.0,1915.9,22.83,6.65,18.9,9278.52
10.7843,75.0759,47.1,2266.19,34.06,6.24,15.4,11065.59
32.3689,96.0353,23.8,1722.96,24.17,3.78,30.1,4956.03
21.6418,95.786,26.1,1896.72,27.77,3.73,23.9,5493.83
30.3144,75.1813,90.8,1809.45,26.61,18.11,26.5,26754.55
16.6413,78.0935,128.1,2110.98,27.39,21.31,9.8,32482.22
32.1791,93.9711,38.4,1828.62,23.05,6.34,36.6,8994.85
18.5084,96.032,35.4,1896.91,29.3,4.88,26.6,6752.43
8.2926,80.8597,37.8,2347.66,31.6,5.77,5.0,10046.9
32.4453,77.3089,59.6,1708.69,26.99,7.75,40.9,11064.98
10.4647,83.2567,34.3,2134.43,31.17,6.21,5.0,10144.7
16.6215,87.9453,49.8,1972.6,29.94,7.29,21.3,11009.29
33.6517,75.9308,22.7,1954.14,25.27,4.08,42.8,6199.11
33.6664,89.3577,35.6,1757.37,24.74,5.33,26.6,7312.9
23.4828,69.4981,28.9,1853.23,25.82,5.75,22.2,7498.97
25.0596,69.4295,36.2,1962.04,28.69,4.84,21.8,8056.55
20.108,79.2023,107.4,2043.59,30.13,12.9,17.9,18540.98
15.9167,78.2507,107.7,2042.48,36.1,18.06,21.0,29422.18
16.8739,77.1534,45.6,2107.52,31.81,8.94,20.1,14594.76
26.158,82.2396,89.0,1807.13,26.55,15.28,35.5,20991.01
28.3141,77.3013,35.5,1794.91,24.15,4.5,22.0,6107.64
29.3726,73.5755,153.8,1654.48,23.89,25.11,30.2,36691.7
29.3197,76.9746,43.7,1710.33,23.75,8.42,28.3,11594.41
10.4626,96.2722,75.9,2300.28,36.63,9.15,18.8,15273.25
21.3493,79.9223,131.7,2091.03,29.03,17.56,11.6,26619.41
9.5541,80.8967,28.0,2177.29,35.43,5.18,19.3,7914.6
22.8373,84.7198,153.8,2065.96,31.35,29.45,22.4,46312.17
19.9213,96.5169,24.6,1972.61,24.92,4.35,22.4,6335.63
31.968,75.0064,148.6,1749.1,26.77,29.61,29.2,41125.39
17.4747,87.7572,29.6,2033.98,30.85,3.76,24.5,5518.41
11.1608,88.7636,23.3,2133.11,34.45,3.81,12.4,6382.28
11.8608,85.6124,61.9,2113.29,31.61,10.82,15.1,18039.18
28.5608,70.5688,29.3,1921.38,24.24,5.16,31.5,7666.14
24.6919,87.6293,21.1,1911.56,28.47,3.88,22.0,5822.54
10.7303,69.8587,35.3,2207.85,38.54,6.84,5.0,11294.93
10.2709,85.2881,71.4,2241.63,35.98,10.63,16.4,16166.29
26.9262,89.4479,35.6,1890.38,29.01,4.39,22.7,6833.26
9.9646,74.1181,24.2,2087.02,33.73,3.61,16.9,5481.62
30.1902,92.407,93.0,1692.35,23.81,16.15,32.4,22020.09
27.0685,68.8803,37.9,1868.67,24.86,5.2,24.1,7789.05
10.1964,92.4706,21.9,2146.76,33.04,4.04,12.1,5700.03
10.2906,81.3495,32.0,2165.76,29.86,4.4,13.2,6987.36
34.6393,74.3101,29.1,1719.21,21.56,3.51,38.8,4910.4
18.1053,71.8796,27.2,2224.79,29.33,4.37,24.6,7330.64
18.0073,95.6459,361.6,1913.45,30.15,64.4,11.2,95392.86
29.9456,70.1073,37.7,1645.78,25.39,5.57,38.8,6981.02
33.5757,73.7737,38.9,1766.23,24.22,7.0,31.8,10213.56
34.622,78.0868,24.8,1690.69,22.99,3.84,41.8,5022.74
28.3412,85.9868,28.6,1859.14,24.68,3.82,22.8,5841.81
18.159,83.7992,71.0,2063.85,26.5,9.03,8.7,13352.86
10.2545,71.6437,36.2,2262.15,32.83,6.4,11.7,10821.09
28.983,76.4021,33.8,1701.73,23.61,5.1,25.5,6535.59
23.0769,74.9238,29.9,1884.08,29.15,5.77,32.8,8253.74
19.454,74.1927,128.6,2028.13,31.66,20.99,11.5,31113.11
32.4716,79.9232,22.8,1821.15,25.86,3.37,23.4,4587.68
11.0023,88.4169,49.2,2321.43,35.16,7.28,5.0,11980.84
21.3009,74.3061,61.7,2037.04,28.75,8.05,15.6,12099.51
8.3065,78.6337,43.2,2189.94,33.82,7.23,9.9,11851.62
20.6538,79.3366,86.8,1901.0,27.81,14.46,20.8,19050.85
9.5202,96.3172,136.5,2127.49,31.3,25.12,6.5,35634.61
11.2081,95.6853,22.2,2094.84,35.54,3.02,5.0,4652.25
11.1732,91.204,87.5,2195.3,33.22,12.53,5.8,17591.27
25.5287,75.0081,267.4,1905.04,24.62,34.17,19.2,49406.19
28.1432,69.9731,149.3,1731.53,24.28,21.45,33.1,28085.3
23.751,77.1902,494.9,1881.61,26.18,76.34,29.3,112611.28
33.9787,75.737,25.7,1802.59,23.4,5.06,39.5,6804.52
18.1215,82.6718,38.9,2045.95,32.58,6.7,27.5,10866.87
15.7142,90.5541,337.4,2106.64,30.83,61.63,23.4,100723.78
31.4522,92.8914,24.6,1808.49,19.94,3.6,31.4,4788.62
14.0371,92.5011,208.7,2221.45,31.9,27.46,12.3,45375.99
34.007,78.4306,49.7,1750.76,22.98,6.98,42.3,10084.38
8.3282,87.9298,308.5,2163.21,34.4,43.34,10.6,67469.29
34.1867,77.0722,23.8,1655.38,21.96,3.96,30.1,5097.93
9.1653,69.7663,26.4,2198.99,34.91,3.9,10.5,6848.58
32.0609,88.3454,243.9,1571.65,24.3,46.0,41.9,53394.4
22.2479,68.285,35.3,1928.79,28.54,7.03,29.2,10781.18
34.81,79.8663,30.1,1700.95,23.76,4.43,30.4,5563.87
9.9925,77.552,33.7,2054.98,33.24,5.94,19.1,7663.73
22.9541,88.1079,66.6,1856.57,27.3,11.5,32.6,17007.97
34.1712,90.2211,264.4,1793.69,25.98,35.84,28.8,50218.15
22.1236,76.8187,22.1,1964.23,29.76,4.28,30.0,6438.21
24.9938,91.5372,46.7,1902.26,29.01,6.35,32.7,8562.72
26.7852,76.5236,26.0,1886.37,29.0,4.65,17.6,6214.83
20.2726,80.9435,125.7,1986.5,30.53,18.58,23.7,29468.74
24.9441,89.0835,30.5,1994.44,29.23,4.55,21.0,6960.77
23.7765,88.0947,34.2,1925.9,24.74,5.36,27.3,7928.82
32.3313,96.6337,28.7,1645.38,24.46,5.44,40.6,6898.54
9.2271,74.5297,119.6,2308.32,34.08,15.7,9.2,29293.27
15.586,87.2072,445.6,2093.08,34.94,55.42,13.9,89562.18
33.6611,85.6808,78.6,1690.96,25.31,11.96,42.1,14992.28
32.0371,94.5379,27.3,1667.06,22.92,3.39,41.5,4015.21
20.3027,72.5345,118.1,2010.22,30.21,20.68,11.5,31825.12
24.7436,89.8021,69.5,1889.24,27.8,12.57,33.2,17026.37
15.4893,84.4798,39.2,2191.12,32.54,7.38,7.1,11221.35
13.0793,75.9653,22.8,2080.9,30.68,4.1,9.8,6863.8
20.5199,81.7586,38.6,1907.65,30.09,7.46,25.8,11169.97
17.5405,77.6795,101.3,2099.93,30.25,18.23,23.1,29301.15
23.7587,84.8001,61.4,1990.37,28.47,11.96,28.3,16943.29
10.0988,93.781,114.9,2175.71,32.61,15.56,5.0,27466.57
34.3087,84.5098,33.4,1780.55,21.99,5.34,27.0,7717.94
34.6277,86.32,26.5,1717.69,25.37,5.29,43.4,6787.25
26.8504,83.0437,273.7,1879.4,24.41,47.77,18.5,66666.06
22.4746,69.4838,34.8,2032.66,26.53,6.62,14.0,10207.67
16.3572,74.7529,182.0,2099.6,31.14,22.29,23.1,34056.29
29.9725,82.2681,145.8,1790.95,23.57,27.66,32.8,42792.6
26.4877,76.9968,40.0,1975.41,24.91,7.03,23.5,10532.38
12.3907,73.2711,23.1,1931.78,33.23,3.08,5.7,4163.2
32.595,82.6199,438.0,1921.46,20.92,53.46,40.3,85870.45
30.2085,77.3615,29.7,1663.77,22.99,4.18,40.0,5156.85
33.6446,75.4851,358.9,1688.23,27.57,69.36,24.6,91414.04
27.5944,81.4556,28.3,1844.03,27.1,4.91,28.7,7215.87
24.5622,71.8652,123.3,1890.16,26.05,23.87,19.8,34440.78
19.2926,94.9046,122.3,2077.25,30.75,19.04,25.9,28101.36
33.1837,93.1634,343.2,1662.07,24.8,66.9,30.1,85789.85
31.3837,88.521,27.2,1799.95,26.47,4.28,35.7,5551.88
9.2209,71.0802,75.4,2131.77,34.2,10.28,10.0,16406.05
8.7119,90.5004,31.5,2210.8,36.63,4.16,9.5,7086.39
18.1645,91.4308,24.4,2011.86,26.35,4.86,25.3,8059.97
29.8849,90.2652,30.1,1813.51,23.04,4.42,29.3,5947.96
34.6565,71.305,40.5,1676.19,23.33,5.38,41.6,6847.22
12.0613,86.6733,44.9,2086.09,33.83,5.42,9.3,8216.48
24.0415,92.1954,30.0,1934.23,25.96,4.28,17.5,6393.32
18.2841,84.7432,231.8,2090.38,30.89,44.3,17.4,64988.42
34.1877,86.7458,133.3,1680.76,21.97,21.68,34.2,27428.58
30.7372,81.2925,46.7,1721.23,24.21,7.97,30.3,9812.98
30.6349,83.3325,293.5,1841.65,26.86,56.88,36.8,73873.58
20.6547,68.9969,20.8,1969.61,31.12,3.35,21.9,4835.92
19.2001,86.5299,40.8,2064.84,27.97,7.64,27.0,12867.55
15.382,70.362,128.4,1994.66,29.56,18.73,15.7,29081.29
9.5221,80.6154,20.5,2030.25,33.49,4.07,5.0,6161.76
31.3475,76.487,109.5,1737.1,24.44,13.83,23.9,19599.97
29.9483,83.8174,37.7,1743.62,23.81,6.7,37.3,9125.0
34.9924,71.8691,31.4,1707.83,24.93,5.42,26.1,7197.47
34.9092,88.0577,42.5,1664.69,23.59,5.75,27.3,7162.58
22.9967,91.0553,299.9,1989.34,29.06,45.31,14.3,65207.03
28.7627,72.7373,117.7,1803.22,23.12,17.07,27.2,22500.15
33.5087,71.0251,101.7,1752.88,25.86,12.97,34.2,17107.83
30.9405,72.2199,74.8,1799.68,19.04,12.48,21.3,17175.68
14.6784,93.4367,38.2,2095.39,33.66,7.62,15.0,12218.36
20.1647,83.3175,123.7,1979.11,31.39,20.38,18.0,30404.55
11.4873,81.5506,49.2,2178.08,32.57,8.05,17.0,12806.4
33.7594,71.0946,31.4,1672.68,25.95,3.87,40.4,4705.56
24.3667,86.8371,56.4,2017.35,27.51,7.4,28.1,11626.87
14.1734,93.172,49.6,2069.96,32.35,7.99,13.6,12190.22
26.1359,92.0174,38.7,1768.63,27.52,7.7,20.5,10519.16
24.6895,86.1556,144.6,1914.64,33.86,27.5,31.6,35077.36
17.6704,70.1831,60.4,1957.84,33.34,8.89,14.5,13217.28
11.0661,71.2595,84.2,2198.04,35.02,13.76,8.2,23288.48
26.1325,69.43,24.0,2050.38,25.01,3.94,34.5,6333.9
22.0483,75.4669,45.1,1884.2,28.97,7.88,31.6,10963.24
28.8526,71.9342,138.0,1851.24,23.99,24.16,36.8,35755.27
22.0444,75.5414,100.1,1806.76,30.32,18.34,32.0,22977.55
31.0089,79.1667,68.7,1822.15,24.93,8.38,38.4,11598.13
22.9015,95.3465,194.5,1860.92,26.05,38.02,27.0,53757.11
23.1453,85.7009,355.9,1877.4,28.35,44.7,19.0,67087.3
31.6696,92.2142,35.2,1685.84,22.65,5.56,40.7,6454.04
18.894,88.6002,119.5,2062.48,30.4,23.13,26.4,33700.97
11.6184,71.2626,80.5,2215.45,31.65,12.8,6.4,23047.18
8.7771,89.3417,90.2,2187.88,34.71,11.29,8.6,16257.81
28.3887,75.9779,20.6,1763.85,27.33,2.86,19.8,3952.27
24.7484,86.5341,111.0,2025.69,27.36,18.46,33.8,27122.49
27.0102,77.8879,298.1,1797.78,25.66,37.87,28.5,53403.37
13.75,96.9325,142.0,1923.54,32.82,21.85,8.7,33482.6
11.682,75.643,114.2,2170.39,34.74,16.71,7.5,27241.62
8.3927,76.0948,32.0,2104.55,32.61,5.92,18.0,9806.8
17.4659,94.9895,27.9,2108.7,31.26,3.59,19.8,5576.22
23.9278,68.7147,47.2,1882.81,30.47,8.24,22.3,11568.06
18.5906,88.204,20.5,2057.67,31.38,3.12,18.6,5071.64
19.8118,89.0345,82.7,2099.51,29.8,13.81,11.8,21171.34
32.4123,92.255,48.3,1663.87,25.29,6.59,23.9,8573.38
17.4029,96.2587,115.4,1985.47,31.67,19.48,19.3,30927.73
21.8777,96.2925,36.0,1944.15,30.26,6.26,22.1,9689.56
29.1586,69.893,26.1,1942.15,21.43,3.28,26.3,4602.64
18.7067,91.8333,45.0,1954.61,27.08,8.37,20.0,12389.59
24.7963,86.743,221.5,1850.11,29.45,41.84,16.2,58597.26
31.2838,86.7729,27.4,1819.14,21.51,3.43,40.2,4744.81
33.6371,71.7221,25.8,1692.35,24.27,4.33,29.5,5684.04
11.971,86.8554,65.8,2140.72,32.51,11.03,5.0,17748.78
33.0179,96.492,483.7,1625.56,21.75,58.52,26.4,71733.97
21.2871,94.4427,110.2,2137.98,29.72,16.24,13.2,25675.2
14.9726,80.7348,39.1,1966.68,32.26,7.73,8.5,10624.53
20.3967,69.1585,48.6,1951.12,33.64,8.0,18.7,11415.98
34.4609,78.5065,230.7,1721.11,21.84,44.91,39.2,55585.61
21.3007,91.9653,50.6,2113.6,31.89,8.81,16.7,14011.91
16.8763,88.3435,109.9,1934.24,31.71,13.44,15.6,19466.97
25.1018,81.321,35.2,2050.86,25.98,4.45,33.7,6591.85
14.4839,69.5979,34.3,2143.86,33.68,6.1,10.4,10593.83
10.0483,80.3799,21.9,2196.5,35.21,3.59,15.9,5724.02
11.4798,81.6017,95.4,2058.59,33.51,12.42,5.0,19160.48
11.4572,94.9281,28.6,2183.46,33.98,4.84,5.0,7544.77
12.1014,86.5915,246.1,2068.3,31.96,45.48,11.2,69667.27
11.7483,77.0379,26.7,2233.86,31.66,4.81,6.4,8157.75
25.3036,83.2342,83.3,1810.85,28.73,11.63,33.4,15528.09
12.9108,69.9156,30.6,2102.55,32.34,4.3,5.0,6683.51
17.333,96.2045,80.9,1987.58,30.64,15.97,19.3,25029.31
32.2133,78.4417,49.4,1685.16,24.66,9.43,34.3,12014.61
20.797,81.8582,143.3,2028.96,29.77,20.84,12.1,29410.46
26.0241,78.3032,107.5,1918.4,24.03,19.98,30.7,27335.87
12.6526,87.7928,49.4,2212.97,35.48,6.57,12.0,11624.97
13.1918,87.2047,149.1,1964.16,32.91,20.24,17.7,31005.33
9.1035,88.7443,85.6,2265.27,34.1,11.51,15.6,19842.61
12.5612,75.7762,305.8,2318.33,33.81,38.84,9.0,65577.91
15.5219,77.1544,485.7,2028.47,32.09,91.49,15.2,131154.87
12.7793,71.6323,363.0,2265.58,34.38,60.37,8.0,99776.58
10.395,87.0098,26.4,2135.84,35.0,3.71,5.0,5810.22
11.2572,69.1541,40.7,2031.58,34.97,7.64,5.0,10760.28
20.441,85.3328,222.0,1951.61,32.1,40.9,29.7,54487.07
13.571,93.2212,30.2,2183.58,34.26,3.87,12.4,5777.52
17.8353,93.8341,26.8,1955.91,30.25,4.6,8.1,6888.85
21.5923,81.0221,74.5,1907.31,26.64,13.24,11.8,17847.03
26.6407,81.3198,20.1,1911.95,29.95,3.57,22.4,5232.1
9.0614,70.2321,138.1,2181.14,34.05,24.56,5.0,38989.67
29.5841,87.4522,79.6,1858.26,24.34,10.63,27.1,15783.87
24.9533,91.8165,58.6,1913.87,23.9,8.51,16.2,12633.91
10.2075,75.095,22.6,2198.64,34.68,4.24,5.0,6800.69
31.5866,80.2177,36.7,1740.86,24.68,7.04,35.0,9536.01
32.8636,92.3263,49.8,1770.99,20.78,7.09,41.0,9662.52
9.6491,93.4365,24.4,2096.13,35.16,2.97,7.8,4490.58
15.4757,75.0522,23.0,2168.51,30.64,4.34,22.2,7374.78
29.7674,83.9665,33.1,1757.44,30.59,4.98,20.4,6348.4
28.203,73.5823,106.3,1926.65,24.77,15.56,33.8,22915.03
12.9821,70.9545,79.4,2091.63,31.89,11.74,5.0,16893.47
13.6524,94.4225,80.3,2114.42,30.71,12.3,20.4,19686.21
18.0027,91.7947,92.4,1980.35,33.05,13.89,25.7,19668.54
21.0821,90.041,29.4,1883.24,28.37,4.86,26.8,6756.95
24.6929,69.4142,141.5,1759.95,26.04,17.88,31.1,22966.26
17.9607,92.4681,54.2,1936.28,31.93,10.72,19.2,15586.21
20.4884,80.7033,27.0,1949.3,26.62,5.27,15.8,7061.17
28.1817,77.9295,130.9,1853.68,27.17,25.48,31.0,37442.68
8.9904,83.8478,45.0,2263.0,38.12,8.57,7.8,14253.96
14.8158,70.6492,23.3,2041.66,33.07,4.03,5.0,5886.95
27.2604,89.9427,490.8,1782.76,27.61,67.58,26.8,85674.75
32.1706,84.8906,392.7,1649.51,25.86,48.68,35.2,63189.41
21.8153,73.4111,77.3,1989.73,32.2,9.88,12.1,13999.0
22.3671,73.4587,95.6,2052.05,30.95,13.95,24.8,23050.84
10.8936,73.3432,254.0,2249.22,34.58,40.72,13.9,69728.63
20.0801,69.6531,202.5,2039.35,31.37,40.39,13.2,66032.05
22.3807,85.0462,28.7,1992.23,26.76,4.45,21.0,6884.88
14.5467,92.3701,108.0,2217.97,33.61,17.49,23.8,29932.98
15.2696,68.5074,44.8,2095.71,29.72,7.86,23.0,12600.33
18.1867,69.4211,30.9,2068.33,29.68,4.16,16.4,6402.69
8.5419,84.6103,30.4,2164.58,28.59,5.92,5.5,9854.24
16.6961,91.7654,96.8,1934.51,31.89,15.71,9.2,21592.28
13.7091,77.4754,114.5,2042.53,31.14,16.26,5.0,27153.68
16.8424,78.1388,413.1,2040.1,33.24,80.47,12.8,121706.49
11.2336,85.294,29.8,2146.66,34.33,5.07,20.0,7967.05
32.0442,75.9522,108.6,1921.31,26.43,17.24,41.2,25468.85
24.027,68.7716,31.7,1918.02,25.62,5.27,30.3,7297.75
26.3358,89.3216,41.5,1964.26,28.83,7.46,23.4,11890.95
29.3076,86.1438,207.6,1781.66,29.62,27.48,22.2,34800.54
21.4579,84.8419,27.7,1932.82,30.47,5.24,23.4,7201.9
10.3468,89.5088,92.6,2051.44,35.52,18.22,13.3,27450.88
22.5019,87.5817,46.7,1879.58,28.81,7.72,21.0,10385.31
23.8447,73.9706,37.2,1956.95,26.82,6.49,27.7,10480.47
28.1269,78.222,146.5,1838.32,27.47,27.66,33.1,38242.78
19.6548,71.6572,23.1,2065.65,26.74,3.46,25.3,4565.42
11.4447,71.7659,33.8,2152.5,32.61,6.74,11.5,11079.6
15.6619,87.6097,32.6,2033.89,28.01,5.68,21.5,8988.74
17.8032,92.8994,110.0,2195.41,29.18,16.93,8.3,27111.15
25.4398,95.9192,434.2,1878.57,28.44,75.63,29.0,100783.84
23.411,86.2221,134.1,2015.64,29.08,21.7,18.1,32857.6
17.6146,73.3389,384.6,1994.84,30.78,49.58,13.0,72535.32
34.6359,71.0639,114.2,1777.32,23.35,20.97,26.5,27152.33
24.3559,91.5727,482.2,1979.83,23.87,79.63,18.2,114797.9
14.4051,84.7839,88.4,2101.39,31.37,16.23,24.2,25355.44
10.7481,85.9303,133.3,1962.18,32.4,17.65,9.1,27258.09
12.1272,90.6624,47.6,2127.17,31.82,7.77,20.7,12500.11
14.6409,88.395,99.2,2178.9,33.21,17.98,7.9,26454.58
12.3384,92.1993,41.9,2164.11,31.33,8.34,6.4,13892.81
13.0373,69.6302,31.3,2145.0,31.52,5.97,14.2,10068.41
15.6976,89.6781,205.6,1923.66,27.36,38.89,12.7,61271.17
12.6811,92.6747,37.6,2058.1,32.31,5.26,15.6,7740.5
32.2127,76.2979,218.8,1797.08,21.93,40.92,30.7,57628.05
10.1663,86.573,95.8,2193.84,34.18,12.79,16.4,21275.08
22.1618,77.1107,46.2,2042.26,26.72,6.27,20.8,9617.67
19.0807,95.7812,58.6,1988.96,30.22,7.55,20.5,11733.59
34.5242,68.9693,53.0,1755.03,22.77,10.0,30.9,13646.4
11.0251,84.814,38.2,2146.86,36.98,4.91,15.1,7404.87
18.7421,72.8286,83.1,1927.69,31.16,10.89,21.8,15220.16
34.1757,88.6544,91.8,1548.37,19.54,12.82,32.1,16705.55
31.3687,73.1008,32.2,1813.84,21.95,5.33,26.9,7155.02
30.0609,74.8261,22.6,1816.82,25.18,4.3,32.3,5694.29
14.9634,82.3368,20.1,2025.21,30.01,3.09,23.8,4736.38
12.614,94.5302,47.0,1987.41,26.99,7.69,5.3,11547.82
26.0534,74.1397,26.5,1925.42,29.58,3.54,32.0,4789.37
33.0932,72.183,92.6,1727.05,25.15,13.08,34.0,17108.0
23.0326,90.0103,49.2,1973.96,29.28,6.43,23.5,9319.12
23.4335,82.518,439.4,2071.32,26.84,67.13,32.7,101318.22
15.5594,94.4418,23.2,1892.62,32.45,3.89,17.7,6234.88
28.7763,72.2518,35.3,1770.06,24.24,5.03,35.4,6724.27
13.0502,86.7319,123.0,2092.35,33.14,23.09,13.3,34820.37
16.7393,74.7535,394.4,2159.08,29.23,78.3,11.7,140596.76
19.4868,72.5461,126.1,1862.33,32.86,16.34,23.4,23729.95
21.7055,87.8195,33.7,2108.17,25.69,4.1,30.2,6790.03
14.5451,85.2169,211.6,2093.06,34.52,38.76,21.4,57139.68
11.1006,89.89,33.9,2136.51,33.68,4.59,5.1,7681.75
24.4867,76.9744,39.4,1887.39,26.6,5.85,20.8,8808.38
15.793,80.9912,38.3,2024.82,31.83,5.8,16.1,8966.59
23.6934,79.7587,57.1,2001.37,29.4,11.03,25.1,15397.18
12.1678,96.5386,21.9,2039.5,35.86,3.79,6.0,5655.72
20.9908,76.4752,146.5,1993.8,29.78,18.06,15.6,29447.22
22.3799,76.5497,65.2,1910.43,26.75,7.9,27.6,11635.03
9.3992,78.2819,253.1,2113.84,34.48,34.41,14.0,52815.83
17.0883,84.3732,43.0,2243.29,34.54,6.26,23.9,10203.06
11.6292,75.3174,32.3,2168.2,36.06,5.13,20.3,8012.23
9.7111,94.5434,25.4,2218.26,36.05,4.76,5.9,7470.34
34.7289,75.7049,34.0,1809.9,24.56,4.94,41.9,6821.27
16.7036,93.9787,106.9,1929.63,32.48,16.05,20.0,24874.21
29.8666,71.0008,95.3,1946.58,27.48,13.94,39.0,21735.0
14.8753,87.0403,141.9,1875.53,30.99,17.13,10.3,23214.58
26.4006,94.3026,78.5,1807.29,24.01,15.41,21.8,22880.0
28.5262,72.8937,381.5,1793.81,25.9,50.02,32.6,71500.72
24.0822,96.0815,23.4,1957.06,26.13,3.34,32.7,5101.66
20.7326,81.1336,287.3,1988.31,27.16,37.45,27.2,57676.66
19.1197,95.4257,42.2,1986.5,28.56,6.72,23.7,9653.54
17.4194,87.6278,72.5,2029.49,35.73,14.1,15.2,20787.47
33.0973,76.746,109.0,1670.01,23.98,13.96,37.5,18770.57
30.4267,73.4608,65.3,1676.54,25.63,10.15,36.4,12215.95
34.0557,76.8083,23.1,1789.12,20.83,2.81,39.1,3721.89
11.356,70.6975,102.3,2195.09,29.8,18.59,14.9,31359.5
27.7334,72.1722,386.3,1971.56,24.48,66.16,18.7,95267.06
33.3352,71.0352,61.3,1680.77,26.48,10.79,36.5,14501.14
12.8933,80.2654,141.8,2167.35,33.47,22.37,12.5,35112.82
9.7954,91.0718,26.8,2144.99,35.39,5.16,19.0,8143.53
28.0103,72.1001,23.6,1935.05,27.47,3.61,30.2,5448.06
23.5108,71.7793,220.9,2002.56,26.84,35.6,25.7,53518.13
30.7294,86.6594,67.0,1807.77,27.55,11.76,40.6,15735.92
11.7739,73.7183,59.1,2104.91,32.04,9.55,5.0,14420.93
29.4722,70.8307,43.9,1890.37,28.15,5.94,25.0,8524.12
13.4439,72.8386,34.9,2153.76,33.43,5.07,16.6,7760.8
12.4187,94.7882,31.7,2065.71,29.43,4.03,8.7,6237.0
12.4352,91.8227,48.5,2013.94,31.51,7.5,9.4,11794.41
29.9935,78.2679,31.1,1781.03,21.53,5.25,37.8,6809.89
25.9603,87.0188,25.0,1997.95,29.24,3.24,27.5,4819.55
22.1228,83.581,77.4,2037.51,28.6,13.19,14.2,20691.16
17.6884,87.6366,73.9,1936.62,26.18,14.15,13.9,18847.05
31.6844,87.7975,35.0,1680.26,25.09,5.14,23.2,7171.57
18.596,86.2333,79.2,2111.25,29.16,10.9,19.7,18511.27
30.0482,75.7169,330.6,1712.28,22.11,63.29,23.5,77381.62
19.8566,69.1312,40.1,2027.32,33.02,7.03,27.0,9421.63
18.1775,81.2114,422.1,1967.52,30.63,54.21,19.7,81061.74
20.4924,93.8382,398.6,2104.5,28.79,60.84,11.7,90391.19
16.1372,84.5154,26.2,1991.9,30.54,4.55,12.2,7158.37
28.1855,92.1393,23.5,1928.13,22.89,3.9,30.5,5989.3
21.5735,96.7571,36.3,1970.47,26.28,6.15,18.3,9368.45
14.2697,72.7449,69.9,2107.32,34.75,11.56,14.5,17725.67
32.2885,88.0616,22.5,1605.18,23.12,4.15,40.5,5514.93
18.3651,87.5545,35.8,1837.2,30.38,5.22,15.4,7526.75
22.6759,96.4187,82.7,1918.19,24.31,14.61,19.4,22358.56
32.4747,96.5824,42.7,1779.21,21.35,8.51,38.9,12457.74
24.8544,87.9137,260.0,1806.6,28.64,39.31,21.2,51244.01
11.1562,75.0648,49.4,2056.09,34.34,9.05,5.0,14594.89
33.3755,91.1581,415.5,1788.16,27.09,58.04,27.0,77697.57
24.9481,71.1038,21.7,1939.96,30.06,3.1,33.9,4546.99
17.0425,90.6403,35.3,2026.22,30.47,6.87,25.7,10263.12
11.7603,94.3957,36.9,2194.73,34.25,4.5,6.3,6610.84
29.4387,79.1022,393.4,1720.17,24.72,54.04,30.5,75818.97
24.742,86.2884,34.9,1870.17,31.58,5.54,17.5,6995.4
22.4034,80.4741,98.3,2072.57,30.82,14.96,25.9,22244.56
32.1351,80.6952,278.8,1771.03,24.48,47.49,25.8,63038.22
29.2921,77.0008,77.1,1826.85,25.82,10.45,20.3,13030.31
12.0952,90.1018,48.4,2310.76,36.05,6.08,18.6,9704.96
16.4165,95.1491,261.2,1936.56,32.37,39.06,12.9,57354.63
14.7092,95.2818,172.2,2142.95,35.1,27.89,6.9,42927.18
28.0865,73.0687,25.0,1971.56,21.57,4.13,34.8,6225.91
8.9054,93.3676,135.7,2157.71,35.52,22.82,14.2,34555.14
23.387,89.3855,355.3,1991.8,27.04,58.23,27.1,88942.16
28.5864,75.3323,422.6,1750.88,29.25,59.02,36.8,76021.29
31.6727,69.9513,44.3,1718.95,27.44,8.02,31.5,9768.15
17.2362,75.7719,132.3,2064.55,30.91,16.81,9.8,25580.63
30.1739,94.454,36.5,1864.75,28.09,4.96,21.4,6506.79
10.9871,86.3622,25.3,2235.91,37.22,4.53,7.4,7765.86
30.8542,88.9106,24.4,1914.19,24.86,3.48,22.6,4970.59
11.4422,75.4574,37.2,2132.64,38.39,5.94,12.2,10508.12
18.7268,88.8623,86.7,2102.41,30.11,12.67,9.0,20714.95
29.527,68.8155,105.8,1785.13,24.88,16.99,28.4,23434.39
12.0478,78.8843,35.0,2199.31,34.91,5.16,5.6,8578.43
